Order Date,Order Quantity,Sales ID,Sales,Product Name,Product Sub-Category,Product Category,Discount,Unit Price,Product Base Margin,Profit,Product ID,Advertising Expenditure,Sales Representative,Product Review Rating,Customer ID,Customer Name,Customer Segment,Email ID,Address,Region,Region ID
6/8/2012,31,114,1427.8848,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Computer Peripherals,Technology,0.04,47.98,0.71,996.5446,TE_02,7.197,2,2,IM-15070,Irene Maddox,Home Office,irene_maddox@example.com,"Seattle, Washington",West,2
8/4/2012,15,115,77.616,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,Office Supplies,0.02,5.28,0.37,27.72,OF_11,0.264,2,3,HP-14815,Harold Pawlan,Small Business,harold_pawlan@example.com,"Fort Worth, Texas",Central,3
5/30/2011,46,116,1779.8918,Ultra Commercial Grade Dual Valve Door Closer,Office Furnishings,Furniture,0.03,39.89,0.53,917.47,FU_02,3.989,4,5,HP-14815,Harold Pawlan,Home Office,harold_pawlan@example.com,"Fort Worth, Texas",Central,3
11/25/2009,16,117,234.2112,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Office Supplies,0.07,15.74,0.4,83.1072,OF_12,0.787,1,4,PK-19075,Pete Kriz,Small Business,pete_kriz@example.com,"Madison, Wisconsin",Central,3
2/14/2012,44,118,3869.447625,Hon 4-Shelf Metal Bookcases,Bookcases,Furniture,0.04,100.98,0.6,2488.1472,FU_03,10.098,2,5,AG-10270,Alejandro Grove,Home Office,alejandro_grove@example.com,"West Jordan, Utah",West,2
2/14/2012,11,119,588.8025,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,Furniture,0.25,71.37,0.68,337.5801,FU_04,7.137,2,4,ZD-21925,Zuschuss Donatelli,Home Office,zuschuss_donatelli@example.com,"San Francisco, California",West,2
4/15/2012,15,120,930.459,g520,Telephones and Communication,Technology,0.06,65.99,0.59,524.6205,TE_03,9.8985,3,5,ZD-21925,Zuschuss Donatelli,Corporate,zuschuss_donatelli@example.com,"San Francisco, California",West,2
4/15/2012,18,121,2779.7418,LX 788,Telephones and Communication,Technology,0.01,155.99,0.58,1600.4574,TE_04,23.3985,3,5,ZD-21925,Zuschuss Donatelli,Corporate,zuschuss_donatelli@example.com,"San Francisco, California",West,2
3/12/2010,13,122,43.173,Avery 52,Labels,Office Supplies,0.1,3.69,0.38,13.4316,OF_13,0.1845,2,5,KB-16585,Ken Black,Consumer,ken_black@example.com,"Fremont, Nebraska",Central,3
3/12/2010,21,123,93.9645,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,Office Supplies,0.05,4.71,0.8,74.1825,OF_14,0.2355,1,4,KB-16585,Ken Black,Consumer,ken_black@example.com,"Fremont, Nebraska",Central,3
3/9/2011,33,124,474.903,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,Office Supplies,0.1,15.99,0.37,142.4709,OF_15,0.7995,1,3,SF-20065,Sandra Flanagan,Corporate,sandra_flanagan@example.com,"Philadelphia, Pennsylvania",East,4
3/9/2011,38,125,176.529,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,Technology,0.05,4.89,0.66,113.3502,TE_05,0.7335,3,4,EB-13870,Emily Burns,Corporate,emily_burns@example.com,"Orem, Utah",West,2
8/4/2012,30,126,78.624,Newell 335,Pens & Art Supplies,Office Supplies,0.09,2.88,0.56,40.608,OF_16,0.144,1,5,EH-13945,Eric Hoffmann,Home Office,eric_hoffmann@example.com,"Los Angeles, California",West,2
5/6/2011,23,127,61.4008,SANFORD Liquid Accent Tank-Style Highlighters,Pens & Art Supplies,Office Supplies,0.06,2.84,0.54,31.3536,OF_17,0.142,1,4,EH-13945,Eric Hoffmann,Home Office,eric_hoffmann@example.com,"Los Angeles, California",West,2
12/23/2010,25,128,3869.447625,Canon PC940 Copier,Copiers and Fax,Technology,0.01,449.99,0.38,4162.4075,TE_06,67.4985,3,2,TB-21520,Tracy Blumstein,Corporate,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
11/8/2010,28,129,362.3424,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,Office Supplies,0.04,13.48,0.59,207.592,OF_18,0.674,2,4,TB-21520,Tracy Blumstein,Consumer,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
10/21/2012,49,130,274.0864,Col-Erase® Pencils with Erasers,Pens & Art Supplies,Office Supplies,0.08,6.08,0.56,143.0016,OF_19,0.304,1,5,TB-21520,Tracy Blumstein,Small Business,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
1/1/2011,10,131,59.202,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,Technology,0.01,5.98,0.75,44.252,TE_07,0.897,3,5,TB-21520,Tracy Blumstein,Home Office,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
1/1/2011,21,132,809.1426,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,Office Supplies,0.06,40.99,0.36,258.237,OF_20,2.0495,1,5,TB-21520,Tracy Blumstein,Home Office,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
10/10/2011,39,133,276.5373,Self-Adhesive Address Labels for Typewriters by Universal,Labels,Office Supplies,0.03,7.31,0.38,99.7815,OF_21,0.3655,1,5,TB-21520,Tracy Blumstein,Corporate,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
10/10/2011,24,134,498.7224,Accessory37,Telephones and Communication,Technology,0.01,20.99,0.81,403.008,TE_08,3.1485,1,1,TB-21520,Tracy Blumstein,Corporate,tracy_blumstein@example.com,"Philadelphia, Pennsylvania",East,4
9/23/2010,27,135,1017.4464,Fuji 5.2GB DVD-RAM,Computer Peripherals,Technology,0.08,40.96,0.55,519.7824,TE_09,6.144,2,4,MA-17560,Matt Abelman,Corporate,matt_abelman@example.com,"Houston, Texas",Central,3
7/19/2011,39,136,3480.1065,Bevis Steel Folding Chairs,Chairs & Chairmats,Furniture,0.07,95.95,0.57,1871.025,FU_05,9.595,3,4,GH-14485,Gene Hale,Corporate,gene_hale@example.com,"Richardson, Texas",Central,3
10/9/2009,47,137,182.83,Avery Binder Labels,Binders and Binder Accessories,Office Supplies,0,3.89,0.37,67.6471,OF_22,0.1945,2,4,GH-14485,Gene Hale,Corporate,gene_hale@example.com,"Richardson, Texas",Central,3
10/9/2009,49,138,3869.447625,Hon Every-Day® Chair Series Swivel Task Chairs,Chairs & Chairmats,Furniture,0.09,120.98,0.64,3260.411,FU_06,12.098,2,1,SN-20710,Steve Nguyen,Corporate,steve_nguyen@example.com,"Houston, Texas",Central,3
10/9/2009,18,139,501.876,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,Office Supplies,0.1,30.98,0.4,167.292,OF_23,1.549,2,4,SN-20710,Steve Nguyen,Corporate,steve_nguyen@example.com,"Houston, Texas",Central,3
12/9/2010,30,140,3869.447625,Global Troy Executive Leather Low-Back Tilter,Chairs & Chairmats,Furniture,0.09,500.98,0.6,7664.994,FU_07,50.098,4,4,SN-20710,Steve Nguyen,Consumer,steve_nguyen@example.com,"Houston, Texas",Central,3
10/8/2012,5,141,36.848,XtraLife® ClearVue Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,Office Supplies,0.06,7.84,0.35,11.368,OF_24,0.392,2,4,SN-20710,Steve Nguyen,Small Business,steve_nguyen@example.com,"Houston, Texas",Central,3
5/2/2012,21,142,398.37,Computer Printout Paper with Letter-Trim Perforations,Paper,Office Supplies,0,18.97,0.37,147.3969,OF_25,0.9485,2,5,LC-16930,Linda Cazamias,Small Business,linda_cazamias@example.com,"Naperville, Illinois",Central,3
3/8/2010,8,143,927.92,6160,Telephones and Communication,Technology,0,115.99,0.57,528.9144,TE_10,17.3985,2,4,RA-19885,Ruben Ausman,Corporate,ruben_ausman@example.com,"Los Angeles, California",West,2
5/28/2011,5,144,14.256,Avery 49,Labels,Office Supplies,0.01,2.88,0.36,5.04,OF_26,0.144,2,5,ES-14080,Erin Smith,Corporate,erin_smith@example.com,"Melbourne, Florida",South,1
9/19/2010,9,145,37.9008,Hoover Portapower Portable Vacuum,Appliances,Office Supplies,0.06,4.48,0.6,21.7728,OF_27,0.224,1,4,ON-18715,Odella Nelson,Corporate,odella_nelson@example.com,"Eagan, Minnesota",Central,3
8/31/2011,11,146,1330.4544,Timeport L7089,Telephones and Communication,Technology,0.04,125.99,0.58,748.3806,TE_11,18.8985,3,3,ON-18715,Odella Nelson,Home Office,odella_nelson@example.com,"Eagan, Minnesota",Central,3
8/31/2011,50,147,181.875,Avery 510,Labels,Office Supplies,0.03,3.75,0.37,63.75,OF_28,0.1875,1,4,PO-18865,Patrick O'Donnell,Home Office,patrick_o'donnell@example.com,"Westland, Michigan",Central,3
8/31/2011,3,148,34.2612,Xerox 1881,Paper,Office Supplies,0.07,12.28,0.38,11.4204,OF_29,0.614,1,5,LH-16900,Lena Hernandez,Home Office,lena_hernandez@example.com,"Dover, Delaware",East,4
8/31/2011,30,149,3869.447625,LX 788,Telephones and Communication,Technology,0.01,155.99,0.58,2667.429,TE_04,23.3985,2,1,LH-16900,Lena Hernandez,Home Office,lena_hernandez@example.com,"Dover, Delaware",East,4
7/8/2011,7,150,54.747,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,Office Supplies,0.1,8.69,0.39,17.6407,OF_03,0.4345,1,5,DP-13000,Darren Powers,Home Office,darren_powers@example.com,"New Albany, Indiana",Central,3
1/30/2009,42,151,1201.284,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,Technology,0.1,31.78,0.42,427.1232,TE_12,4.767,3,2,DP-13000,Darren Powers,Corporate,darren_powers@example.com,"New Albany, Indiana",Central,3
1/8/2012,11,152,43.3422,Unpadded Memo Slips,Paper,Office Supplies,0.01,3.98,0.35,14.8852,OF_30,0.199,1,5,DP-13000,Darren Powers,Corporate,darren_powers@example.com,"New Albany, Indiana",Central,3
11/7/2010,22,153,122.892,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,Office Supplies,0.05,5.88,0.36,40.1016,OF_31,0.294,2,3,DP-13000,Darren Powers,Corporate,darren_powers@example.com,"New Albany, Indiana",Central,3
4/29/2010,12,154,105.378,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,Furniture,0.09,9.65,0.55,53.268,FU_08,0.965,3,3,JM-15265,Janet Molinari,Corporate,janet_molinari@example.com,"New York City, New York",East,4
12/31/2011,8,155,63.92,Bell Sonecor JB700 Caller ID,Telephones and Communication,Technology,0,7.99,0.6,38.352,TE_13,1.1985,2,4,JM-15265,Janet Molinari,Home Office,janet_molinari@example.com,"New York City, New York",East,4
8/12/2009,7,156,366.03,Avery Arch Ring Binders,Binders and Binder Accessories,Office Supplies,0.1,58.1,0.38,113.876,OF_32,2.905,2,3,TB-21055,Ted Butterfield,Corporate,ted_butterfield@example.com,"Troy, New York",East,4
8/12/2009,3,157,239.0256,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,Office Supplies,0.01,80.48,0.55,130.3776,OF_33,4.024,2,1,TB-21055,Ted Butterfield,Corporate,ted_butterfield@example.com,"Troy, New York",East,4
11/12/2011,44,158,3733.4704,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,Furniture,0.08,92.23,0.67,2394.2908,FU_09,9.223,4,3,TB-21055,Ted Butterfield,Home Office,ted_butterfield@example.com,"Troy, New York",East,4
11/12/2011,25,159,1999.2675,Accessory4,Telephones and Communication,Technology,0.07,85.99,0.85,1676.805,TE_14,12.8985,1,1,TB-21055,Ted Butterfield,Home Office,ted_butterfield@example.com,"Troy, New York",East,4
1/20/2012,19,160,202.8516,Personal Creations Ink Jet Cards and Labels,Paper,Office Supplies,0.07,11.48,0.36,63.2548,OF_34,0.574,2,4,TB-21055,Ted Butterfield,Home Office,ted_butterfield@example.com,"Troy, New York",East,4
3/20/2009,6,161,3869.447625,High Speed Automatic Electric Letter Opener,"Scissors, Rulers and Trimmers",Office Supplies,0.04,1637.53,0.81,7565.3886,OF_35,81.8765,2,4,TB-21055,Ted Butterfield,Corporate,ted_butterfield@example.com,"Troy, New York",East,4
7/21/2012,40,162,248.832,Xerox 1966,Paper,Office Supplies,0.04,6.48,0.36,82.944,OF_36,0.324,1,3,TB-21055,Ted Butterfield,Corporate,ted_butterfield@example.com,"Troy, New York",East,4
7/21/2012,18,163,111.9744,Xerox 213,Paper,Office Supplies,0.04,6.48,0.37,38.4912,OF_37,0.324,2,4,KM-16720,Kunst Miller,Corporate,kunst_miller@example.com,"Los Angeles, California",West,2
6/12/2012,11,164,287.9745,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Pens & Art Supplies,Office Supplies,0.07,28.15,0.57,154.825,OF_38,1.4075,2,4,KM-16720,Kunst Miller,Corporate,kunst_miller@example.com,"Los Angeles, California",West,2
1/15/2009,41,165,202.1382,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,Office Supplies,0.01,4.98,0.36,71.463,OF_39,0.249,1,5,KM-16720,Kunst Miller,Home Office,kunst_miller@example.com,"Los Angeles, California",West,2
1/15/2009,47,166,286.512,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,Office Supplies,0.04,6.35,0.39,104.4575,OF_40,0.3175,2,4,KM-16720,Kunst Miller,Home Office,kunst_miller@example.com,"Los Angeles, California",West,2
6/4/2010,40,167,401.12,Crate-A-Files,Storage & Organization,Office Supplies,0.08,10.9,0.59,222.36,OF_41,0.545,2,3,PS-18970,Paul Stevenson,Consumer,paul_stevenson@example.com,"Chicago, Illinois",Central,3
2/18/2010,18,168,124.83,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,Office Supplies,0.05,7.3,0.38,43.362,OF_05,0.365,2,5,BS-11590,Brendan Sweed,Consumer,brendan_sweed@example.com,"Gilbert, Arizona",West,2
11/16/2011,32,169,1263.36,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,Technology,0,39.48,0.54,682.2144,TE_15,5.922,1,5,BS-11590,Brendan Sweed,Corporate,brendan_sweed@example.com,"Gilbert, Arizona",West,2
11/16/2011,5,170,459.459,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,Furniture,0.09,100.98,0.78,348.381,FU_10,10.098,4,4,KD-16270,Karen Daniels,Corporate,karen_daniels@example.com,"Springfield, Virginia",South,1
11/16/2011,41,171,786.4128,12-1/2 Diameter Round Wall Clock,Office Furnishings,Furniture,0.04,19.98,0.49,368.631,FU_11,1.998,4,2,HM-14980,Henry MacAllister,Corporate,henry_macallister@example.com,"New York City, New York",East,4
8/7/2011,22,172,3869.447625,SAFCO Arco Folding Chair,Chairs & Chairmats,Furniture,0.02,276.2,0.658618132,3894.366672,FU_12,27.62,3,4,TB-21520,Tracy Blumstein,Corporate,tracy_blumstein@example.com,"Jackson, Michigan",Central,3
6/8/2010,50,173,744.325,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,Office Supplies,0.05,15.67,0.38,258.555,OF_42,0.7835,2,4,JE-15745,Joel Eaton,Corporate,joel_eaton@example.com,"Memphis, Tennessee",South,1
10/17/2009,37,174,932.4222,3M Office Air Cleaner,Appliances,Office Supplies,0.03,25.98,0.5,451.7922,OF_43,1.299,2,5,JE-15745,Joel Eaton,Consumer,joel_eaton@example.com,"Memphis, Tennessee",South,1
8/28/2011,4,175,1155.7632,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,Furniture,0.04,300.98,0.56,626.0384,FU_13,30.098,2,2,JE-15745,Joel Eaton,Corporate,joel_eaton@example.com,"Memphis, Tennessee",South,1
9/29/2011,19,176,353.0466,Xerox 1936,Paper,Office Supplies,0.07,19.98,0.38,117.6822,OF_44,0.999,1,3,KB-16600,Ken Brennan,Small Business,ken_brennan@example.com,"Houston, Texas",Central,3
9/29/2011,24,177,139.968,Xerox 214,Paper,Office Supplies,0.1,6.48,0.37,41.9904,OF_45,0.324,1,5,KB-16600,Ken Brennan,Small Business,ken_brennan@example.com,"Houston, Texas",Central,3
5/4/2012,40,178,3239.2,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,Office Supplies,0,80.98,0.81,2623.752,OF_46,4.049,1,5,KB-16600,Ken Brennan,Small Business,ken_brennan@example.com,"Houston, Texas",Central,3
5/17/2011,5,179,8.648,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,Office Supplies,0.08,1.88,0.37,2.726,OF_47,0.094,2,5,JE-15745,Joel Eaton,Consumer,joel_eaton@example.com,"Houston, Texas",Central,3
5/17/2011,41,180,239.112,Xerox 1904,Paper,Office Supplies,0.1,6.48,0.36,69.0768,OF_48,0.324,2,4,SC-20770,Stewart Carmichael,Consumer,stewart_carmichael@example.com,"Decatur, Alabama",South,1
5/17/2011,35,181,3294.06,Luxo Professional Combination Clamp-On Lamps,Office Furnishings,Furniture,0.08,102.3,0.59,1826.055,FU_14,10.23,4,4,SC-20770,Stewart Carmichael,Consumer,stewart_carmichael@example.com,"Decatur, Alabama",South,1
5/17/2011,42,182,253.1088,Xerox 217,Paper,Office Supplies,0.07,6.48,0.37,81.648,OF_49,0.324,1,4,DN-13690,Duane Noonan,Consumer,duane_noonan@example.com,"San Francisco, California",West,2
5/17/2011,46,183,86.0706,Revere Boxed Rubber Bands by Revere,Rubber Bands,Office Supplies,0.01,1.89,0.83,71.2908,OF_50,0.0945,2,4,DN-13690,Duane Noonan,Consumer,duane_noonan@example.com,"San Francisco, California",West,2
11/17/2009,47,184,2799.696,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Appliances,Office Supplies,0.04,62.05,0.55,1487.3385,OF_51,3.1025,2,4,JC-16105,Julie Creighton,Corporate,julie_creighton@example.com,"Durham, North Carolina",South,1
10/10/2011,7,185,1878.1056,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,Office Supplies,0.04,279.48,0.8,1486.8336,OF_52,13.974,2,3,CS-12400,Christopher Schild,Corporate,christopher_schild@example.com,"Chicago, Illinois",Central,3
10/7/2012,36,186,3869.447625,Hon 4070 Series Pagoda Round Back Stacking Chairs,Chairs & Chairmats,Furniture,0.02,320.98,0.57,6355.404,FU_15,32.098,2,4,PO-18865,Patrick O'Donnell,Home Office,patrick_o'donnell@example.com,"Columbia, South Carolina",South,1
10/7/2012,5,187,85.365,Xerox 1887,Paper,Office Supplies,0.1,18.97,0.37,25.6095,OF_53,0.9485,2,3,PG-18895,Paul Gonzalez,Home Office,paul_gonzalez@example.com,"Rochester, Minnesota",Central,3
10/7/2012,32,188,1533.8176,Xerox 1891,Paper,Office Supplies,0.02,48.91,0.38,563.4432,OF_54,2.4455,2,3,PG-18895,Paul Gonzalez,Home Office,paul_gonzalez@example.com,"Rochester, Minnesota",Central,3
8/13/2011,44,189,168.9996,Avery 506,Labels,Office Supplies,0.07,4.13,0.39,58.1504,OF_55,0.2065,2,5,GM-14455,Gary Mitchum,Corporate,gary_mitchum@example.com,"Houston, Texas",Central,3
8/16/2011,32,190,3869.447625,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Furniture,0,140.98,0.65,2932.384,FU_16,14.098,3,4,JS-15685,Jim Sink,Corporate,jim_sink@example.com,"Los Angeles, California",West,2
8/16/2011,44,191,3869.447625,"Lifetime Advantage Folding Chairs, 4/Carton",Chairs & Chairmats,Furniture,0.01,218.08,0.57,5373.4912,FU_17,21.808,3,5,JS-15685,Jim Sink,Corporate,jim_sink@example.com,"Los Angeles, California",West,2
8/16/2011,34,192,1577.3212,Microsoft Natural Multimedia Keyboard,Computer Peripherals,Technology,0.09,50.98,0.73,1109.3248,TE_16,7.647,3,2,JS-15685,Jim Sink,Corporate,jim_sink@example.com,"Los Angeles, California",West,2
3/4/2009,1,193,9.5316,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Paper,Office Supplies,0.06,10.14,0.36,3.042,OF_56,0.507,2,3,KB-16315,Karl Braun,Small Business,karl_braun@example.com,"Minneapolis, Minnesota",Central,3
8/18/2009,50,194,791.505,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,Office Supplies,0.01,15.99,0.37,287.82,OF_15,0.7995,2,5,KB-16315,Karl Braun,Corporate,karl_braun@example.com,"Minneapolis, Minnesota",Central,3
11/16/2010,29,195,3869.447625,Bevis Boat-Shaped Conference Table,Tables,Furniture,0.01,262.11,0.75,5624.8806,FU_18,26.211,3,4,KB-16315,Karl Braun,Corporate,karl_braun@example.com,"Minneapolis, Minnesota",Central,3
5/27/2011,25,196,773.045,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,Furniture,0.09,33.98,0.55,390.77,FU_19,3.398,4,4,RB-19705,Roger Barcio,Corporate,roger_barcio@example.com,"Portland, Oregon",West,2
5/27/2011,46,197,73.6736,Newell 326,Pens & Art Supplies,Office Supplies,0.09,1.76,0.56,38.0512,OF_57,0.088,1,5,PN-18775,Parhena Norris,Corporate,parhena_norris@example.com,"New York City, New York",East,4
8/23/2010,15,198,297.6,Prismacolor Color Pencil Set,Pens & Art Supplies,Office Supplies,0,19.84,0.44,130.944,OF_58,0.992,2,3,KD-16345,Katherine Ducich,Corporate,katherine_ducich@example.com,"San Francisco, California",West,2
8/19/2011,20,199,379.62,Xerox Blank Computer Paper,Paper,Office Supplies,0.05,19.98,0.38,131.868,OF_59,0.999,2,4,ER-13855,Elpida Rittenbach,Small Business,elpida_rittenbach@example.com,"Saint Paul, Minnesota",Central,3
1/3/2012,14,200,1290.1056,600 Series Flip,Telephones and Communication,Technology,0.04,95.99,0.57,712.2458,TE_17,14.3985,1,5,RB-19465,Rick Bensley,Consumer,rick_bensley@example.com,"Chicago, Illinois",Central,3
11/29/2012,48,201,3869.447625,Fellowes Recycled Storage Drawers,Storage & Organization,Office Supplies,0.1,111.03,0.78,3624.0192,OF_60,5.5515,2,3,RB-19465,Rick Bensley,Small Business,rick_bensley@example.com,"Chicago, Illinois",Central,3
3/17/2012,8,202,329.916,Satellite Sectional Post Binders,Binders and Binder Accessories,Office Supplies,0.05,43.41,0.39,118.0752,OF_61,2.1705,1,5,RB-19465,Rick Bensley,Corporate,rick_bensley@example.com,"Chicago, Illinois",Central,3
4/12/2010,15,203,1437.891,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,Furniture,0.09,105.34,0.61,821.652,FU_20,10.534,2,3,GZ-14470,Gary Zandusky,Corporate,gary_zandusky@example.com,"Rochester, Minnesota",Central,3
8/24/2010,30,204,100.737,Avery 487,Labels,Office Supplies,0.09,3.69,0.38,32.103,OF_62,0.1845,2,5,LC-16870,Lena Cacioppo,Home Office,lena_cacioppo@example.com,"Aurora, Colorado",West,2
7/4/2011,6,205,878.04,Bevis Round Conference Table Top & Single Column Base,Tables,Furniture,0,146.34,0.65,570.726,FU_21,14.634,4,4,LC-16870,Lena Cacioppo,Corporate,lena_cacioppo@example.com,"Aurora, Colorado",West,2
11/10/2010,25,206,380.5,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Binders and Binder Accessories,Office Supplies,0,15.22,0.36,136.98,OF_63,0.761,1,4,LC-16870,Lena Cacioppo,Consumer,lena_cacioppo@example.com,"Aurora, Colorado",West,2
6/24/2010,4,207,57.776,Hanging Personal Folder File,Storage & Organization,Office Supplies,0.08,15.7,0.6,32.656,OF_64,0.785,1,4,JM-15250,Janet Martin,Corporate,janet_martin@example.com,"Charlotte, North Carolina",South,1
6/24/2010,26,208,3869.447625,"Bevis Round Conference Table Top, X-Base",Tables,Furniture,0.05,179.29,0.74,3216.4626,FU_22,17.929,2,3,JM-15250,Janet Martin,Corporate,janet_martin@example.com,"Charlotte, North Carolina",South,1
